review,sentiment
"I liked this a lot. In fact, if I see it again(and I plan to) I just may love it. I'll echo other reviewers in saying that this movie really does grow on you as you watch. It starts kind of slowly but the way in enfolds is very natural and has a mood to it. You just get into it.<br /><br />I really liked the summery atmosphere to the movie and thought the movie was very touching as a whole. The characters have a strong element of realism and the movie very slowly and gently weaves a spell as you get involved in the various interactions between them all and want to know how it will ultimately turn out and what paths the characters will choose to take. <br /><br />I am very surprised that there are less then a dozen comments on this-there are obscure TV movies that have more comments then Rich In Love.<br /><br />One thing that I will say is I missed the ending which is driving me crazy and I HAVE to watch it again to see that. This is a movie that may not be for everybody but that I feel is strongly underrated(even some of my most film buff purist friends who have seen almost every movie there is haven't seen this) and it doesn't even seem to have much of a message board but I liked it a lot and to all those who like family dramas that are warm on scenery, atmosphere and an unhurried languid pace should probably take a look at this. Especially note worthy is that it takes place in South Carolina so for those (like me) who love the south, and movies that take place there, this is a gem. I'll add my vote to the woefully few comments and recommend this little known flick.",positive
"I watched the world premiere of this on the Starz Action channel. They call it Vampires: The Turning. The plot was a little confusing. There is a voice-over in the introduction about an 800 year war, and I didn't quite understand. The movie is about a young couple somewhere in Asia (maybe in China, I don't think the movie specifies). The couple has an argument and Meredith Monroe runs off and is kidnapped by a biker gang of Vampires. The boyfriend finds a group of vampires that don't kill humans, and enters into a battle with the bikers. A human group of slayers somehow get involved, and the final fight sequence takes place during a solar eclipse. This movie is not related to either Vampires or Vampires: Los Muertos. Confusing, but decent action. Four out of 10 stars.",negative
"After some difficulty, Johnny Yuma arrives at his ailing uncle's ranch to take over day to day operations, only to find out that the old man has been murdered by his beautiful gold-digger wife and the woman's vicious brother.<br /><br />Good production values, a likable performance by Mark Damon, and a breezy action packed script combine to make this an entertaining, if not exceptionally deep, above average addition to the spaghetti western genre.<br /><br />Co-star Rosalba Neri is one of the hottest European babes ever to grace the screen. Here she's absolutely perfect as the cold-hearted user (and abuser) of weak men.<br /><br />Damon and Neri appeared together in at least one other picture, The Devil's Wedding Night, a pretty good horror movie that's of particular interest for those of you that want to see what's underneath Rosalba's dresses.",positive
"What a waste of a great cast. Figured I'd check it out because it looked like a good stoner comedy with a lot of fairly well-known actors. What it turned out to be was a pointless collection of boring intertwining stories about several characters with minimal connections with each other. Characters who start off looking like decent people but end up with not a single likable or interesting characteristic among them. Calling it a comedy was a stretch as well...the only thing that made me chuckle was Jack Black's song, which was basically Tenacious D. I waited for something big to happen but ended up with nothing more than 97 minutes of my life wasted.",negative
"When I first saw this film around 6 months ago, I considered it interesting, but little more. But it stuck with me. That interest grew and grew, and I wondered whether my initial boredom and response had more to do with the actual VHS quality rather than the film itself. I purchased the Criterion DVD box set, and it turns out that I was right the second time. Alexander Nevsky is a great film. It is rousing, and I'm sure it succeeded in its main aim: propaganda against the Germans.<br /><br />That is the most common criticism against this film, and against Eisenstein, that it is merely propagandist and nothing else. It's untrue. He is an amazing film artist, one of the most important whoever lived. By now, the world is far enough beyond Joseph Stalin to be able to watch Eisenstein's films as art.",positive
"Being American, I have not been exposed to this character before, which is good because some of you have been disappointed. I have nothing to compare it to. I have found no enjoyment in the mindless idiot humor in the American teen movies, and although this is a slightly similar type of humor, I couldn't stop laughing. I hardly ever laugh out loud at a movie. And usually a movie has a few funny parts for me, but this movie was funny from start to finish. My only disappointment was when it was over. I'm actually going to buy this on DVD when I find it.",positive
"""Radio Flyer"" is one of my most loved American movies.<br /><br />The really great job of two boys, Joe Mazzello and Elija Wood, (in spite of terrible performance of T.Hanks at the beginning and ending...) with marvellous script of D.M.Evans and powerful and emotional directing of R.Donner plus Absolutely Incredibly Peerless Music Score of H.Zimmer allowed the ""Radio Flyer"" to win one of the first places in my family's rating of movies.<br /><br />It's so pity that that very good movie was underrating by some movie critics.<br /><br />I just can't help waiting to see it on DVD.",positive
"Oh dear. This sequel has a mirror, this time, which houses the evil spirit of a psychopath which murdered an entire family with a shotgun in the Amityville home. The mirror captured the entire ugly incident of the horrified family who had no time to prepare for their uninvited guest. The mirror is given to a photographer, Keyes(Ross Partridge)by a bum(..who just so happens to be his lunatic father, and the man responsible for killing the family)and it's evil soon terrorizes those in a loft(..such as Keyes' painter pal Suki, portrayed by Julia Nickson-Soul)where he lives when they look into it. Soon Keyes is having nightmares, looking through the eyes of his father as he guns down the family in cold blood, worried that he might follow in his footsteps. Soon he sees other occurrences through his father's eyes like that terrible day pops bashed his mother's head against the floor of an institution or experiencing a moment inside the cell as doctor's administered a drug to immobilize him.<br /><br />Pretty solid supporting cast who deserve better than being stuck in junk like this, such as David Naughton(American Werewolf in London)as the proprietor of the loft with which Keyes lives, Richard Roundtree as an eccentric sculptor/artist, Terry O'Quinn as a psychologist-detective, and especially Lin Shaye as a hilarious ditsy, rather strange secretary-nurse in the asylum(..the one which held Keyes' father) soon to be closed down.<br /><br />Rounding out the film, the sexy, leggy Lala Sloatman as Keyes' supportive girlfriend, Barbara Howard(Friday the 13th:The Final Chapter)as Naughton's betrayed wife(..he was on the verge of starting an affair with Nickman-Soul), Jack Orend as the sadistic fiend who attempts to provoke his son into killing innocent people as he did, and Robert Rusler(A Nightmare on Elm Street 2:Freddy's Revenge)as a rejected lover(..of Nickson-Soul)who meets an unfortunate demise while ripping apart paintings as a revenge for his dismissal.<br /><br />This film is a poor special effects movie merely using the Amityville title as a cash-in. The franchise has never been that great to begin with, but as each sequel was green-lit, it grew worse and worse. After the third film, furniture from the infamous house become ""possessed"" items tormenting folks. The cast try hard, though, but the material(..a mirror causing chaos and murder through supernatural means)is lacking in quality..and the rather mediocre special effects don't help matters. O'Quinn, as little as he has to work with, shows why he's such a great actor, he can even shine in excrement such as this. All's not lost, you get to see Sloatman always wearing super short skirts(..or her man's shirt in panties), showing off her legs throughout..hey, you have to find a silver lining somewhere. Believe it or not, AMITYVILLE:A NEW GENERATION was the seventh film in the franchise! Coolest part of the film were the portraits of demons painted by Nickson-Soul's artist, perhaps inspired by the evil mirror after looking into it.",negative
"Perhaps, we are too much attached to great spectacles when we hear of antiquity brought to screen. Perhaps, we expect too much from these films. However, if we, as viewers, are offered far too little, what happens then? <br /><br />That is what I thought after seeing IMPERIUM - NERONE by Paul Marcus, a part of the production series on the Roman Empire. AUGUSTUS by Roger Young, the first IMPERIUM movie, included at least Peter O'Toole but what does this movie include?<br /><br />Hardly anything accurate. The historical errors are so serious that the movie changes facts and constitutes rather a distorted image of the Roman Empire than the true history. Throughout the movie, we see Nero young: young man during the allegedly long reign of Caligula, young man during the reign of Claudius and finally during his own (historically 14 year long) reign. And...he dies the same. According to the movie, Nero, born during the reign of Tiberius, lives for more than 40 years but looks to be in his late twenties when he dies... Continuity combined with made up history is the biggest problem of the movie, which makes it hardly logical, not to say reliable. Nero loses his father, is raised by slaves. At that time, his mother, Agrippina, is exiled by Caligula. Later, however, she suddenly marries emperor Claudius who already has big children with freshly married to him Messalina. At these moments of the movie, we see Acte (Rike Schmid), Nero's mistress. All right, it is historically ""accurate""; yet, no source proves that she played such a decisive role in the rise of Christianity in Rome. In the film, she is not only a devoted Christian but even a witness of St Paul's miracle (he brings a young girl Marzia back to life). Besides, there was, historically, nothing like Nero seen on the court of Caligula since Nero was born in Caligula's 4 year long reign (A.D. 37-41). I understand that movies may change something but such an error makes the script absolutely unreliable! And many, many other shortcomings concerning content that are hard to enumerate but after 30 minutes of watching this film, I doubted whether I was watching a historical movie or a total fantasy.<br /><br />As for its artistic features which supply us with entertainment, they are equally lame as the history here is. The performances are artificial, the cast simply have beautiful faces but weak acting abilities. Perhaps, I am too much attached to Peter Ustinov or Charles Laughton in the lead, but Hans Matheson does not fit as Nero at all. He could have some of the good moments as an actor but never as the infamous Roman emperor. Is he an artist who burns Rome for a song? Is he a cynic who disguises the love to his relatives? Is he a cruel ruler who sacrifices the lives of thousands of innocent people for the sake of ""alleged justice""? None of these. He is just a young man who does not know how to rule and, in the long run, begins to release the fire burning within himself... John Simm is out of place in this film as Caligula and absolutely inferior to other portrayals of the character. Elisa Tovati is only sexy as Poppaea; yet she could have been much much better. The costumes are inaccurate and the sets do not amaze. Low budget results in low effects and, consequently, low entertainment.<br /><br />But what made me most angry in this movie and, as a result, I give it 1/10 are some moments that are absolutely unacceptable:<br /><br />- the death of Poppaea and St Paul's talk with Nero at her dead body, <br /><br />- Claudius' mention of the current conquest of Britannia on the feast and soon his death (he conquered Britannia while Messalina was his wife much before his death), <br /><br />- Tigellinus killing Agrippina (Laura Morante), Nero's mother, <br /><br />- Nero's arguments in the speech to the senators, <br /><br />- finally, Nero's death - a calm day at the lake and an indifferent suicide that leads to a moral said by Acte ""Let us forgive him""<br /><br />All in all, this film is a waste of time and is absolutely unneeded as yet another production concerning the Roman Empire. It's better to make one good film in 30 years than ten minor little ones in 5 years. 1/10 - should not have been made at all.",negative
I was browsing through the movies on demand and saw Underdog for free and it was only 82 minutes long so I decided to watch it. I wasn't expecting much but it exceeded my expectations of being awful. Everything about the movie was cringe worthy. The dialogue was atrocious including many terrible puns. The jokes were also terrible. I found myself yelling and flipping off my television screen while I was suffering through this trash. It hit its target audience very well but I don't see how anyone else could enjoy this film. It made me very angry and nearly cry because of everything terrible this film had going for it.<br /><br />The only enjoyable thing about this movie was being able to give it a 1/10 after viewing it. I beg you to avoid it at all costs. I understand the fact that its made for kids but there is nothing likable about it at all.,negative
"This film is an absolute classic for camp. That is why it was an Elvira and MST3000 classic. Everyone knows the story. Scientist keeps his girlfriend's head alive in a lasagna pan in his basement while he cruises town and tries to find her a body by checking out the local chicks. Finally he finds a real hourglass body with a scar-faced chick's head on top. The severed head makes friends with the failed experiment in the closet and the conehead comes out of the closet and rips off the assistant's remaining ""good"" arm (his other is not right from a scientist's earlier failure), and the whole place burns down.<br /><br />The movie scared us so much as kids that my friend wouldn't go into his basement for a year after seeing it. As kids we ranked the scariest movies of all time and this one was number four. Only one of those scary movies was really any good (the Original ""The Haunting"".)<br /><br />I had to give this movie a seven rating for the tremendous amount of entertainment value it offers. Its eerie effect because of the crappy production and the weird sexual angle when the scientist looks for the bodies (complete with porno sound track) scares the hell out of innocent children, while the ridiculous aspects make it prime material for watching talking and laughing. I could watch this film tonight and enjoy it while I'd rather go to the Dentist than watch ""Chicago"" again.<br /><br />Seven is the most I can give it, because its entertainment value is mere luck. The film , as cinema, is a disaster.",positive
"I absolutely like this film a lot. It is not very entertaining, but it's a feast of bizarre and stunning images! There's no dialog ,only some background sounds and noises. If you are into something completely different and original, and enjoy the obscure and bizarre...then you might like this work of art. Ik looks like a film made with the very first camera ever made ,in a time where strange human-like beings live and perform their bizarre habits. God has killed himself with a razor and gave birth to Mother earth. Mother earth impregnated herself with God's semen after an act of fellatio, and gives birth to a son ""Flesh on Bone"". What follows are inhuman acts of ritualistic torture, rape and murder for purposes we do not know....or do we?",positive
"This movie is a quite fair adaptation of the Prosper Merimeé's novel. In the novel Merimeé himself is a character, Don José is from Navarra (North Spain, and historically a Basque Country zone, they can speak Basque language). They are in Seville (Andalusia, South Spain) and they only speak Spanish with Andalusian accent, in no way they speak Basque, but Carmen explains to Don José that she was living in Navarra. You can believe it or not, anyway this is the book's version, then you can't be critical with the movie about this, be with the book! You have to note are different the novel by Merimeé and the opera by Bizet, and this movie is an adaptation from the novel, anyway in the opera Don José is still Spanish from Navarra, never he's French. Why so many people keep thinking Don José is French? I don't know but I guess because the novel and the opera are in French although is supposed to be in Spanish.<br /><br />The only important difference between the movie and the novel is that in the movie Don José also kills the ""torero"" lover of Carmen and in the novel he doesn't (neither in the opera). I guess they wanted to keep the movie a little more gore! I think the movie is quite good, anyway.",positive
"one of the funnest mario's i've ever played. the levels are creative, there are fluid controls, and good graphics for its time. there's also a multitude of crazy bosses and enemies to fight. Sometimes the levels get frustrating, and if you leave out some of the hard levels and still, need to get more accomplished to fight a boss, it can be annoying. another complaint is the camera angle; though it works fairly well most of the time, it can be a pain in certain situations. if your a big time mario fan; this ones for you. even if your not a huge fan of him, i'd still recommend this one. its a big game, and getting what you need can take a while, but it's very satisfying. good for playing in short bursts of time. it will almost certainly hold your interest; it sure does hold mine!",positive
"I'm not the type of person to watch T.V. shows because the acting normally sucks or it's unrealistic or TOO dramatic! But this show is perfect. Everyone can act, and you can relate to the characters and their situations. Everyone has their own personality and Lorelai Gilmore is the best for her sarcastic comments that can make any bad situation seem a little funny. Rory Gilmore is a good role model for all girls. She takes pride in wanting to attend Harvard and boys/boyfriends always come second in her book. She's a loyal friend and always the peace maker. There's subtle romance which is what I like, personally. Not the mushy gushy romance that not many people get to have in their lives, but a realistic type of romance. Every character eventually gets it, and they don't find their prince charming at first glance and they don't just ""fall in love"" with every guy that comes their way. It's a realistic show but when you watch it, you better brush up on your movies, pop culture, and random facts because Lorelai Gilmore is always making references. I fell in love with this show and if you give it a chance, so will you.",positive
"I watched this mini in the early eighties. Sam Waterson proved himself to be a great actor. In fact when he began Law and Order I was disappointed in him as it was not as powerful a role. Unfortunately the good roles do not pay the bills. I wish I could find a copy of this rare series and review it. It is both factual and entertaining. Everyone should see it to know what really happened. I was so moved I purchased and read the book ""Pppenheimer-Shatterer of Worlds"". And saw how this man became an unlikely hero who was never rewarded for his insight. If you get a chance be sure to watch this movie and see what a performance Mr. Waterston can really provide an audience. Enjoy the movies!",positive
"In the unlikely case that some aspiring directors are reading these comments, I'd like to offer some advice (free of charge!), from a viewer's perspective. If you want to make a serious exotic adventure film, do it. If you want to make a spoof of exotic adventure films, go ahead. DO NOT try to make both at the same time, it doesn't work. For example, having a goofy ""comic relief"" character killed and beheaded and following it up with a monkey shaking a tree and dropping a coconut on a cannibal's head just makes you look like you had NO IDEA what kind of movie you wanted to make. This one is boring, meandering, cheap, racist....you get the picture. A couple of smart moments and a few glimpses of nudity from Kathy Shower (way too prissy here) are hardly worth your trouble. There is a reason everyone has forgotten about this film's existence. (*1/2)",negative
"Caution: May contain spoilers...<br /><br />I've seen this movie 3 times & I've liked it every time. Upon seeing it again, I'm always reminded of how good it is. An HBO TV movie- very well done like most of their movies are- this would've gotten Oscars for it's performances had it been released for general distribution instead of made for TV.<br /><br />As I'm sure anyone knows from reading other reviews here, this is the story of serial murderer, Andrei Chikatilo. He murdered 56 people over 8 years in the former Soviet Union. (3 victims were buried & couldn't be found so he was only convicted of 52 out of 53 of his murders.) The story actually focuses more on the forensic analyst, Victor Burakov played to perfection by Stephen Rea. A man that becomes tortured and obsessed with finding this killer despite the additional obstacles placed by party hacks, his part is essential to be sure. There is a very touching scene towards the end of the movie that mentions how in America, investigators are routinely taken off serial killer cases after 18 months whether they want to or not due to the mental strain & frustration. According to this acct, Burakov worked for over 5 years before getting his first break from it. He followed the case to its conclusion, 3 years later. In this scene, his superior, General Fetisov, played by Donald Sutherland, actually tells him he admires his dedication and apologizes for not knowing he should've given him a break sooner.<br /><br />Rea's performance is so well done, he doesn't overact, chew up the scenery or do anything that distracts from his portrayal of a man who is hell bent on finding his killer. He is a man with passion, but doesn't show it in the same manner as is so usually portrayed in detective movies. He only occasionally gives outbursts after quietly putting up with more than most could stand under such circumstances. Rea does so much with his face, his eyes, he doesn't need to overact. He just *is* - His character, so frustrated after so long, at one point, driven to frustration, he actually says he'd rather find 3 at one time than none in a year. Of course what he means is not that he wants more people to die, he just wants some clues to catch this man. Rea makes us feel for this man. He makes us understand but a glimpse of what it is to live with such horror and futility.<br /><br />A mutant to be sure, Chikatilo's childhood was one which produces such ""monsters."" The character of Chikatilo is very well done by Jeffrey DeMunn. He somehow (impossible though it may seem) elicits some modicum of sympathy for himself. Perhaps he is the worst of us gone terribly wrong? Either way, his performance is very well done.<br /><br />Donald Sutherland as Colonel Fetisov (later promoted to General) also does a great job. He starts out seeming to be a cynical worldly official that doesn't seem much more interested in helping the investigation than anyone else blocking Burakov. But he eventually becomes more than just an assistant, he actually actively participates in helping Burakov. There is also a very nice turn by Max Von Sydow as the psychiatrist brought in to help profile and figure out what kind of deviant they are looking for.<br /><br />Although this movie deals with a morbid, grotesque and violent story, it really is more about what it takes to catch a killer than the killer himself. All around a very well done movie with fine performances and a great screenplay. The screenplay manages to do what the best of this type of movie does: give factual events & place them meaningfully inside a dramatic framework that makes you feel like you know the people *behind* the facts.<br /><br />9 out of 10 stars",positive
"This was amongst the worst films I have ever encountered. The cinematography was dull, with long tedious shots (like a camera on a tripod filming a stage play) interspersed with ""dramatic"" angles that made little sense to the content on screen. The editing was terrible, scenes matched together with the delicacy of a butcher. The plot hinged on the viewer being familiar with the historical night in which Mary Shelley wrote frankenstien. The acting was forced, with the type of character development that left you with an intense interest in seeing each of them die horribly (the sooner the better).",negative
"I'll be honest with yall, I was a junior in high school when this sitcom first aired on ABC I didn't think I would like it at all. But with John Ritter in it i felt that it had a little potential in it, plus their was something else with it I liked. The acting was great, not a lot of horrible 2nd rated comedy lines, John Ritter always brings his A game when it comes to comedy . This was a great show to watch, and I'll tell you why it was a great show. My father who never watches sitcoms at all, he just watches movies, sports, and law & order, he actually sat down with my 3 brothers and 2 sisters, my mother, and myself, and watched the show I think because John Ritter was in it. I honestly think this show would still be running if John Ritter God rest his soul i wish he hadn't passed away.",positive
"WOW! <br /><br />This film is the best living testament, I think, of what happened on 9-11-01 in NYC, compared to anything shown by the major media outlets.<br /><br />Those outlets can only show you what happened on the outside. This film shows you what happened on the INSIDE. <br /><br />It begins with a focus on a rookie New York fireman, waiting for weeks for the first big fire that he will be called to fight. The subject matter turns abruptly with the ONLY EXISTING FOOTAGE OF THE FIRST PLANE TO HIT THE TOWERS. You are then given a front-row seat as firefighters rush to the scene, into the lobby of Tower One. <br /><br />In the minutes that precede the crash of the second plane, and Tower Two's subsequent fall, you see firemen reacting to the unsettling sound of people landing above the lobby. It is a sight you will not soon forget.<br /><br />Heart-rending, tear-jerking, and very compelling from the first minute to the last, ""9/11"" deserves to go down in history as one of the best documentary films ever made.<br /><br />We must never forget.<br /><br />",positive
"I have always been a great admirer of Nicolas Roeg and ""Walkabout"" is one of my favorite films. This is a film version of Roegs stage play and while most of the film takes place in a hotel room it still has some of Roegs cinematic flare. Very unique story is about a famous actress (Theresa Russell) who after a hard nights work on a film in 1954 goes to a hotel to visit a famous professor (Michael Emil) and together in his hotel room they talk. After awhile she wants to go to bed with him but as they start to get undressed her husband is banging on the door. Her husband is a famous ex-baseball player (Gary Busey) and he wants to know what is going on. The three of them in the hotel room talk about what is going on and what the future holds for them. Meanwhile, a famous senator (Tony Curtis) is threatening to take away the professors papers if he doesn't testify at a hearing. Theresa Russell is just excellent and while she's not trying exactly to impersonate Marilyn Monroe she does a wonderful job of exuding the phobia's and nuances that Monroe is very well known for. One thing the film does is show her as not only a woman on the verge of a mental breakdown but show her as a physical wreck as well. She talks of being unable to have children and at one point in the film she suffers a miscarriage. You can make an excellent case that this is Russell's best performance and I probably wouldn't argue. The film does an interesting thing in showing many flashbacks as the characters continue to talk about one thing and in the flashback we see one of many reasons for their actions. Busey also gives a good solid performance and it reminds me of what a strong persona he gives off on screen. Emil as the professor is a character that has many more things on his mind then we originally thought. The last scene in this film is a demonstration of his darker side! One of the highlights of the film for me is the little conversation he has with the elevator man (Will Sampson of ""Cuckoo's Nest"") and they discuss what Cherokee Indians think about at all times. But of course the famous scene in this film is where Russell demonstrates to Emil how she does understand the theory of relativity and uses toys to show this. The professor is delighted by her demonstration and so are we! Russell and Roeg are married in real life and they do admirable work when they are in collaboration and this is probably their best film together. Good performances and a very interesting job of directing make this a challenging and visually thought provoking film.",positive
"A Chicago couple, Dillon and Dougherty, are falsely accused of killing their daughter. People begin to wonder if they did it. The police investigate and find suspicious evidence. The couple are maligned by the public and accused in the press. The cops speculate that they are Satanists and have ritually murdered their own daughter. They are charged and brought to trial. They are represented by publicity-seeking lawyers who give them bad advice and bill them for $100,000. The evidence presented against them is twisted or hidden by the police. Fabricated intimations of sexual abuse are presented. Their other child is taken away from them and put in a foster home. Dougherty is pregnant and gives birth to find her baby removed. Verdict, she didn't do it but he did. He goes to the slams with a sentence of 45 years.<br /><br />In the last third of the movie, with Dillon in jail and Dougherty wondering what to do next, we see people who have been antagonistic now slowly coming to the couple's defense. Witnesses admit to having lied. Other facts are brought to light that, finally, result in Dillon's release. The killer is never found, though the movie gives us a thorough whacko as a plausible perp.<br /><br />This is a weeper from beginning to end. Nothing seems to go right for the couple. Oh, there are a few happy moment, maybe a party where everyone is glad to be together and tearing up with joy, or some point of evidence in their favor is discovered and people hug one another. But it's never long before someone rushes through the door with more bad news and all the faces are frozen in tragic disbelief. (Usually a fade to block follows.) There isn't necessarily anything wrong with moving tragedies, although I can't imagine what pleasure we get out of seeing people suffer. There's plenty of tragedy in Shakespeare too. I suppose whatever we find interesting about tragic stories lies in the way they're told. ""Oh, but I am Fortune's fool!"" Romeo cries after killing Juliet's brother. Here we have Dougherty running in her robe through a hospital corridor, screaming, ""Where's my baby???"" There isn't any ambiguity or irony in the story -- as I'm sure there must have been in the real life events on which it's based. People are either good or bad here. Or else they're bad, then they turn good.<br /><br />The film isn't aimed at exploring human quirkiness, or the way things work out. It's aimed at wrenching tears from the audience. The actors provide first-rate role models. I can't remember the last movie in which I saw so many tears. There are rivulets of tears. Showers of them. Cascades of them. A veritable Niagara of them. A Lake Lacrymose of them.<br /><br />Well, I'll give one example of the efficiency with which the movie is crafted. Dillon and Dougherty hire a Chicago cop who works on the side as a private investigator (Ed Asner). Asner is sympathetic to them but he doesn't really accomplish much. He seems to be in the movie not because of his importance to the case but because he can provide the victimized couple with a kind of philosophy -- ""Learn to live with it,"" which is okay -- and because he suffers from colorectal cancer, so we can watch him take his medicine, double over with pain, and finally pass away.<br /><br />What's frustrating about the movie is that in focusing so intensely on the suffering of the couple, it sidesteps one of the more important issues that it raises -- the function of gossip in regulating private lives.<br /><br />Gossip is a strange thing really. If we call it ""gossip"" it's bad, but if we call it ""public opinion"" it sounds acceptable, at the very least. Of course we all have convictions about issues that may or may not be justified. (As I write, Michael Jackson is once again being brought to court accused of molesting a young boy, and I wonder how many of us thrilled at the news and immediately assumed he was a pedophile.) But gossip isn't all bad either. It's like water. When it's properly controlled it's a community asset. We need gossip to keep each other in line. It helps us to maintain public order. But, like water in a flood or a tsunami, it is ruinous to a village when it rages out of control.<br /><br />This is a movie that's okay if you're not looking for too much in the way of insight into human nature. It's done so cleverly that, given its goal, it's hard to argue with it.",negative
"Joseph H. Lewis was one of the finest directors of film noir. This is surely his best.<br /><br />It doesn't have some of the standard features of what we now call film noir. Though American-made, it is set entirely in England. It lacks gangsters. It lacks a femme fatale. It does not lack crime.<br /><br />The title character answers an ad. She is overjoyed that she'll be making some money as a secretary. Instead, she wakes up days later as the pawn in a frightening plot. Only a very strong person could survive such a terrifyingly unsettling ordeal. And Nina Foch gives the sense of a strong woman as Julia.<br /><br />Part of the excitement comes from casting against type: Ms. Foch has an elegant manner. She is no screaming, cowering victim. She is actually a bit icy and patrician, albeit impecunious. This makes her character's plight all the more believable.<br /><br />Surely the single most fascinating element is the casting of Dame May Witty. She was (and is) probably most famous for the charming title character in ""The Lady Vanishes."" She has a sweet manner and a harmless, slightly dithering manner. But here she is far from a heroine.<br /><br />George Macready is excellent as her extremely troubled son. The whole cast, in fact, is superb.<br /><br />It seems that this famous and brilliant movie was made almost by accident. Undoubtedly the director knew exactly what he was doing. But he did it on a low budget. That is the thrill and charm of film noir, the real film noir: It is small, convincingly lowlife, and, in this case, unforgettable.",positive
"Code 46 is one of those scifi movies where the government controls who you are allowed to love, and in fact will punish you if you try to procreate with the wrong person. The haves and the have-nots live in completely separate territories, the powers that be can remove your memories, etc. We've seen this stuff before, but that's OK- no movie is 100% original. This kind of premise is always fun to contemplate. Unfortunately, just imagining such a future is more interesting than actually watching Code 46. The characters are boring and rarely say anything interesting. Maybe that's commentary on a dehumanized future, but it's still dull to watch. It's sloooow.<br /><br />At times the imagery is nice, but usually (coupled with its ""evocative"" soundtrack) just looks like a glorified perfume commercial. Code 46 also sometimes uses the kind of television camera-work that I find annoying. You know, two characters talk as the camera artlessly ""floats"" on one side. Two seconds later it's floating on the other side of them in a vain attempt to keep your attention.<br /><br />My friends liked this movie. If they tried to get me to watch it again, I probably would not do so unless they agreed to pay me $50.",negative
"The Ali G character works brilliantly within the confines of a comedy show, but as a movie, it doesn't work in the same way.<br /><br />Don't get me wrong - this is a very funny movie, full of biting, witty dialogue, that caricatures the modern British chav wonderfully well, whilst providing the viewer with a hilarious, if unrealistic story.<br /><br />One problem with this film is that the script and content is either fantastically brilliant, or it's embarrassing to watch. When I say embarrassing, I don't mean funny embarrassing a la Office or Extras, but rather, you'll wish they hadn't included it in the final cut. One example of this is the inclusion of a music video after the film has ended, to the tune of, ""This is how we do it."" Whenever I watch the film, I stop the DVD when it says the end, and leave it at that.<br /><br />Overall, Ali G Indahouse is a good film, worth watching a couple of times. The script is enjoyable to an extent, and there are no issues as far as acting goes. However, refinement is the key word here.<br /><br />Ali G is a better television programme. Borat is a better film.",positive
"Can anybody do good CGI films besides Pixar? I mean really, animation looked antiquated by 2006 standards and even by 1995 Toy Story standards. Or maybe they spent all their budget on Hugh Jackman. Whatever their reasoning, the story truly did suck.<br /><br />Somehow, Hugh Jackman is a rat - a rat that is flushed down a toilet. Yeah I know, seems stereotypical. But then the sewer mimicked the ways of London - to an extent. Throw in a promise of jewels (????) and an evil(??) frog and you get a pathetic attempt at entertainment.<br /><br />I would like to say something entertained me. Maybe the hookup in the movie? Or maybe the happily-ever-after rat relationship. But nothing did. It had the talent, but it blew up. D-",negative
"I had no idea what this film was about or even knew that it existed until about 1 month ago when I stumbled upon when I was searching for other films that stared Dominic Monaghan. I thought this film was a strange insight into the mind of a none sleeper and what his/her mind may be going through in the hours that they spend awake when the rest of the world around them is asleep,it was an interesting film and a good part was played by Dom.......I believe that even though this film you cannot buy anywhere (well I've never seen it anywhere) you must see it if you ever get the chance because it will really make you think about those people around us that cannot sleep and have to suffer night after night of not been able to sleep or only get about 1 hour of sleep every night so overall it was an interesting film of good substance.",positive
"I am rating this an 8 because of the premise of the film. The acting was fine, there wasn't anyone that stood out as amazing or appalling. It is disturbingly true that intelligent people are having less and less children, or choose to have none at all...whereas dumb ass ""W in '04"" supporters are procreating like rabbits. And, though I don't believe the earth will actually exist in 500 years, I can see Mike Judge's parodied prophet coming to be, as life imitating art. The world is being run by idiots, and it will get worse as the intelligent free-thinking people become the minority and the ""git 'er done"" fans outnumber them. The proof is our farce of an election.<br /><br />But I digress. If you are fortunate enough to have this playing in your city, go see it. I have paid my $7.50 plus popcorn to see FAR WORSE rubbish than this (Date Movie or Napoleon Dynamite anyone?). There are laughs, there are cringes, but overall this is entertaining. If you have half a brain, you will think to yourself how this movie, though funny, is spot on (accurate) and a *tiny* bit uncanny. I'm not surprised AT ALL that this movie is almost completely unknown, as Fox was the one distributing this, and they wouldn't want any of their sheep to see this and think ""maybe I WILL read a book, and not watch 'Next', or 'Cheaters', or 'Ow my balls'."" If our society doesn't stop the dumbing down of everything,and the bastardisation of the English language (ahem, Mr. Bush), then this really is where we are going.",positive
